prompt,Unnamed: 0,chosen,rejected,diff,source_index
A family with dad Louis,20724, (name given out semi-neglectfully ) about twenty years ago bought the, who had no idea that his son Eddie was the doctor would have a hard time,0.9469177019782364,3454
A far as B,3204,"ollywood in general, King Donal Bollywood directs the rest of the feature films","ollywood money goes, it has to go out the window.<br /><br",0.9872020160546526,534
A few days ago,23430, Rice and Manson had to deal with people crossing his border with CHIKARA., W is already at the base of mountain so you may want to save yourself a,0.0054952668724582,3905
A few years back,4632,", Emilia Bola was such a popular girl, she became romantically involved", I watched some European language documentaries(mostly CRFT documentaries) that for a while,0.9925815591122956,772
A film,24660, can be made good even if it is not a bad one). George Lucas', that seems to have a lot of thoughts and aims are when our heroes go conveniently,0.9813021644949914,4110
A film so insecure the,14322, opinions and opinion can be totally deadly serious. Blyth Engmer could have, thought of seeing a good job on your part making a decent movie wasn't likely,0.0007323501049541,2387
A film with,5208, lots of action. Sean Penn uses a quiet sense of humor and the situation is, a low budget seems like a great excuse for burners to budget a cheesy story,0.9983208584599196,868
A found tape about 3? guys,19692,", grab it, it's... never has felt better. It's jamMY"," on good, sudden turning of a psycho?? I think quite a few people watching",0.0347992181777956,3282
A friend,1914," and I continued to hang out together. However, I put it on hold for"," commented that I made the movie so, that I would feel uncomfortable in the future",0.0456442375434563,319
A friend once,7248," mentioned she thinks that Renee's - the main ""lead"" character - personality", sat next to me when this movie was pulled down; I sat in that seat,0.9831450767815112,1208
A girl is,19986, drawn to a pratfall that keeps marinating her. Everything about this movie," still a suicide attempt and desperate to find help, we get what will last a",0.8945542499423027,3331
A good cast is app,7914,allingly crowded and it is on by now ;done!<|endoftext|>,"allingly silly, as evil lotuses, giant bat-like bat-like",0.9960467328201048,1319
A group of,19008," neurotic female students reminisce about how different the world really is, and yet"," men object at the sight of Farnsworth, who appears at the gates of London",0.996164082782343,3168
A group of forest r,22620,angers. Many settlers were killed but stated the men were hiking and biding their,angers brings Garon cross country borders. In what could one expect from a gang,0.9262985922396184,3770
A group of people are invited,17952, to a jungle-dwelling church where their precious giant girlfriend Frank Sublette," to watch this movie. They have three prison prisoners, and somehow fell in love",0.0024989843368531,2992
A handful of,10344, sympathetic characters (Mr. Brady and Mr. Curtis) put pressure on someone to," sleazy chronicles of their lives have produced tons of unoriginal, uneven uncom",0.0154947336413896,1724
A huge,23124, healing problem for all involved. Read the first book before you en route to proving," damage from the and doing their job, while they look stupid, all in a",0.9976026504882612,3854
A killer,20010, who is carving out his old life and going through a nerve-ting retent," goat? Critters, you see, are little dumboes and that is what",0.988439640030265,3335
A lot of death happens in the,2808," day, but if care and water are dying like they do at this great film"," movie, and I was actually attached to a lot of it. I did get",0.9977022784296424,468
A low point in human interaction was,21084, in the moments when she and Roger shoot a crime scene where McGouley and, the incident where Mark coined the title which I guess we all know is by way,6.904709152899991e-06,3514
A major disappointment. This was one,24234, of the first noteworthy and very teenaged films that I saw in a cinema festival," miracle to see in a film that I thought was so far over the top,",3.03715933120004e-06,4039
A meteor hit's,10338," track, the neck of a ship which previously fell asleep, and the fear of", Houston property near the end of the evening and shattered a huge tree like tree.,0.9856074159033598,1723
A missed train.,19764," The street didn't block Lola's footsteps. Charles shout him, ""N", Maybe I am more of a squeamish person than yet to understand its cause,0.0001522448146716,3294
A model,522," at center, who can't help being an oft recited character in films,", of a flat Topro assault henchman model adapted for television.<br /,0.0070778131484986,87
A number of brides are mysteriously,12624," affected, some captives are also taken captive, others can't escape, and so"," murdered, including a bleeding Miss Seeley, who is disoriented, when she",0.0105423722416161,2104
A one is the highest rating I,7860,'ve ever seen on IMDb; even higher than using the SPEECH rating, can remember of this movie. If I'm paying 0 and then seeing this movie,0.9953525254968554,1310
A pale shadow of a great,20364," film, almost. Far from being what French viewers thought it would be, the"," movie, and not really for laughs, but for more captivating experiences. A",0.0007533612661064,3394
A particularly maligned example of Italian,2322," film-making, ""L'Aquila"". A boring Fascist action movie", cinema writing this type of rubbish is the B-grade remake of this heavy-,8.247036021200005e-05,387
A patient escapes,22002, to the high ground and in her attempt to slip back into town he finds that," in some beachy kitschy costumes. Afterward, she makes sex sounds for",0.0058188699185847,3667
A poorly written script,9228," wasn't enough to blow this deal of a movie, it had to have been"," connotes poor writing, and the result is a lifeless and uninspired cult flick",3.083312185479998e-05,1538
A pot,1740,ential) but this comedy really brought to mind the deep issues surrounding Asian women in,war against this negomaniacal hippie that it is a positive interview,0.0055657761404291,290
A question for all you,22062, box Wham!Hehe I'm kidding who haven't checking his comments.<, gallop-dragons : What was the master story of the bamboo jungles,0.1993237137794493,3677
A quite,8574," sweet presentation on special effects, good acting and excellent direction; good cinematography goes"," appropriate choice, especially because Savini is inexperienced with suspense. Watch for the effective",0.9910731944255532,1429
A reasonable effort is summary for,7908," readers.<br /><br />Thorough, detail oriented for a sensitive", identifying the parts fell in their path is slain. This is somewhat misleading in light,0.9949493980966508,1318
A remake of,13158," the El Madrigaloo kama movie was being made around 1975, and"," the baseball tranche called ""The Ball,"" reminiscent of the pans 1940's version",0.0451439337339252,2193
A rep,12912,"onse from Jennifer Tracy's brother, who has been befriended by Kenneth, states","rehensible plot, witch driven politician, kid back in viking garb -",0.9941982360323892,2152
A routine,9360,", disjointed dialogue, frantic subway train moves, instantaneous reaction to a ha", for one I have no time for. To lower myself to the MoonIf you,0.0003391227219253,1560
"A sad, sad",8034, decent movie.<|endoftext|>, story kind of ending. It's what happens when so much as a split second,0.0036331911105662,1339
A schizophrenic has,21978, made himself an Ordinary Guest & children have always been as fun to watch as, a very strange love triangle between two people (Robert and Annie) and was assigned,0.0193156003952026,3663
A scientist,13566, creeping into the body of a woman is always a good pick for this! It, with a movement of people pushing each other out of market. Redgrave was a,0.0007349848747252,2261
A scientist and his girl friend,13614, have a shootout of no particular consequence. They are dragged out and it ties all, have to fight naked and escape a tower that lies dead in the middle of a,0.0070545077323913,2269
A sentimental,8160, outlook.<br /><br />The acting was truly nothing like US work., one and end up being a deliverer of the worst Welsh Oscar of giving,0.0021394368959591,1360
A sequel to (,15708,"off-screen), led by co-writer and star Michael Salazar (tr","mostly) the original: Master Chief Deadly. But, such as others, it",0.0052069425582887,2618
A serial killer dies in a,11052, local hospital and is being tortured for thousands of years. Meanwhile the main characters have," truck while taking a dive off the coast of Little Cal, California's whaled",0.1195982098579407,1842
A shaky hand-,11724,held camera and shaky mounting gear may have been a most typical technical curiosity drilled into,"held film so preachy, so clichéd and so technical-minded as to",0.0015345722786151,1954
A shame that,6216," George Martin is not on the same teams again, S.M. worked as", Gen - it would be great if a sadly fallen man could still look at his,0.0126651370665059,1036
A short review,24462," of it, and much of the massive violence going on here is blatant, not","'<br /><br />4) Policeman ""Suspect Complex""",0.9639683328568934,4077
A slasher flick,21330," about a greedy, alcoholic millionaire, named Tom, who literally lives the life of"," where the various glass bottles blow, the entire interior is set up as a kind",0.0135556375607848,3555
A slick,4188," thriller that marries nostalgic moments of Cold War folly with hard slinging action,", but unconvincing exercise in hypervigilance that spends scaffolding Russian,0.9984180915053004,698
A so common horror story about a,23160, foul-mouthed 76 year old male cop who's home alone and watches, teenage girl taking her life is replete with false clues indicating that she is clearly,0.0193288819864391,3860
A somewhat dull made for tv movie,5160," with a cheesy tacky storyline associated with that film, but this movie manages to", performance however whenever it has bad turns you wouldn't want to capture it on film,0.998114904621616,860
"A stale ""misfits-",2514,"warrior"" movie company suit gets executed off screen with an atomic bomb. (","y school"" atmosphere, and and with that, I find myself sickeningly",0.0002772717271,419
A still famous but decadent actor,9138,". GOOD AT STANNINGS #1,8. Credit goes to """," I would have liked to see, but unfortunately they weren't to much help to",0.9975264390814116,1523
